block,number_turns_equality,speaking_duration_equality,norm_num_overlaps
0,67.54970734920296,77.22771569643608,1.45
1,67.2564040224012,93.85507419496376,1.6
2,44.76544172881066,68.62907722897948,1.55
3,105.08757285524169,136.5627154305624,0.9782608695652174
