block,number_turns_equality,speaking_duration_equality,norm_num_overlaps
0,91.62184770050871,89.6079110917054,0.85
1,80.28754906571395,121.92061915179015,0.6
2,61.86923976293398,108.60613505082107,2.0
3,98.50960365281306,128.22063790630912,0.6521739130434783
