block,number_turns_equality,speaking_duration_equality,norm_num_overlaps
0,90.70761225618651,96.13359871788062,0.85
1,87.56617931649102,123.58101231782265,1.05
2,51.9898821484045,101.22815720801903,2.45
3,119.02380714238083,162.12258770160147,0.32608695652173914
